datetime,Open,High,Low,Close,Volume
2025-11-21 18:00:00+07:00,4037.095,4047.050,4035.770,4040.410,12838.000
2025-11-21 18:15:00+07:00,4040.370,4042.150,4037.000,4039.325,11138.000
2025-11-21 18:30:00+07:00,4039.390,4041.060,4035.070,4036.675,9522.000
2025-11-21 18:45:00+07:00,4036.580,4038.710,4031.100,4036.715,12965.000
2025-11-21 19:00:00+07:00,4036.710,4046.030,4034.785,4044.350,11511.000
2025-11-21 19:15:00+07:00,4044.330,4050.660,4041.170,4045.200,17224.000
2025-11-21 19:30:00+07:00,4044.865,4063.635,4043.925,4062.205,22826.000
2025-11-21 19:45:00+07:00,4062.220,4071.785,4061.000,4066.015,18806.000
2025-11-21 20:00:00+07:00,4066.005,4067.355,4059.185,4062.400,18186.000
2025-11-21 20:15:00+07:00,4062.430,4070.820,4059.945,4067.745,15197.000
2025-11-21 20:30:00+07:00,4067.755,4072.475,4066.265,4072.425,11504.000
2025-11-21 20:45:00+07:00,4072.365,4081.390,4072.365,4079.745,17944.000
2025-11-21 21:00:00+07:00,4079.685,4084.075,4071.700,4076.240,17111.000
2025-11-21 21:15:00+07:00,4076.270,4076.780,4064.065,4066.755,13943.000
2025-11-21 21:30:00+07:00,4066.775,4071.085,4061.700,4063.520,25729.000
2025-11-21 21:45:00+07:00,4063.480,4075.440,4062.335,4071.425,20432.000
2025-11-21 22:00:00+07:00,4071.245,4076.885,4066.420,4072.145,21375.000
2025-11-21 22:15:00+07:00,4072.150,4076.615,4067.605,4069.170,30235.000
2025-11-21 22:30:00+07:00,4069.095,4070.745,4055.160,4063.500,23985.000
2025-11-21 22:45:00+07:00,4063.595,4072.125,4062.770,4069.670,14129.000
2025-11-21 23:00:00+07:00,4069.655,4072.725,4063.080,4067.360,19411.000
2025-11-21 23:15:00+07:00,4067.440,4071.745,4064.265,4070.550,14937.000
2025-11-21 23:30:00+07:00,4070.535,4081.305,4069.965,4079.370,9726.000
2025-11-21 23:45:00+07:00,4079.345,4100.685,4076.440,4099.930,15665.000
2025-11-22 00:00:00+07:00,4099.925,4101.070,4083.105,4084.690,12840.000
2025-11-22 00:15:00+07:00,4084.715,4087.370,4079.010,4081.660,8500.000
2025-11-22 00:30:00+07:00,4081.635,4084.735,4079.485,4083.515,11122.000
2025-11-22 00:45:00+07:00,4083.560,4088.820,4081.060,4085.645,13253.000
2025-11-22 01:00:00+07:00,4085.650,4087.655,4080.105,4081.365,13488.000
2025-11-22 01:15:00+07:00,4081.300,4084.760,4079.195,4080.040,14193.000
2025-11-22 01:30:00+07:00,4080.050,4081.985,4076.575,4079.655,10424.000
2025-11-22 01:45:00+07:00,4079.650,4088.265,4079.605,4082.875,14353.000
2025-11-22 02:00:00+07:00,4082.850,4086.325,4082.580,4084.930,7649.000
2025-11-22 02:15:00+07:00,4084.885,4092.185,4084.425,4090.645,7033.000
2025-11-22 02:30:00+07:00,4090.620,4092.170,4085.295,4085.765,7756.000
2025-11-22 02:45:00+07:00,4085.825,4089.435,4084.410,4087.625,12155.000
2025-11-22 03:00:00+07:00,4087.645,4088.770,4080.380,4081.120,9757.000
2025-11-22 03:15:00+07:00,4081.125,4083.000,4068.090,4069.590,10483.000
2025-11-22 03:30:00+07:00,4069.530,4069.615,4056.490,4059.415,11381.000
2025-11-22 03:45:00+07:00,4059.370,4070.030,4055.300,4067.290,16601.000
2025-11-22 04:00:00+07:00,4067.315,4069.195,4054.740,4059.420,3667.000
2025-11-22 04:15:00+07:00,4059.480,4063.820,4057.130,4062.270,2347.000
2025-11-22 04:30:00+07:00,4062.375,4066.810,4061.880,4065.260,2085.000
2025-11-22 04:45:00+07:00,4065.270,4067.160,4062.930,4065.010,1964.000
2025-11-24 06:00:00+07:00,4067.610,4077.795,4067.610,4074.125,2751.000
2025-11-24 06:15:00+07:00,4074.130,4077.325,4069.090,4070.670,4501.000
2025-11-24 06:30:00+07:00,4070.680,4072.470,4065.750,4070.210,2889.000
2025-11-24 06:45:00+07:00,4070.255,4076.795,4069.465,4075.165,3045.000
2025-11-24 07:00:00+07:00,4075.110,4076.105,4058.330,4062.255,3046.000
2025-11-24 07:15:00+07:00,4062.380,4064.840,4059.330,4063.005,1516.000
2025-11-24 07:30:00+07:00,4062.870,4066.315,4062.045,4065.870,3686.000
2025-11-24 07:45:00+07:00,4065.885,4068.100,4063.810,4067.530,4374.000
2025-11-24 08:00:00+07:00,4067.540,4073.330,4051.735,4054.565,14060.000
2025-11-24 08:15:00+07:00,4054.530,4056.385,4050.000,4055.460,8712.000
2025-11-24 08:30:00+07:00,4055.560,4056.585,4050.560,4052.460,7800.000
2025-11-24 08:45:00+07:00,4052.445,4054.500,4042.755,4044.235,8037.000
2025-11-24 09:00:00+07:00,4044.125,4048.570,4043.490,4046.485,6497.000
2025-11-24 09:15:00+07:00,4046.625,4048.855,4046.085,4048.090,3506.000
2025-11-24 09:30:00+07:00,4048.065,4051.720,4045.230,4047.600,3241.000
2025-11-24 09:45:00+07:00,4048.095,4048.270,4040.770,4043.680,3060.000
2025-11-24 10:00:00+07:00,4043.670,4050.840,4043.670,4046.655,4636.000
2025-11-24 10:15:00+07:00,4046.645,4049.530,4044.670,4048.960,2732.000
2025-11-24 10:30:00+07:00,4048.890,4058.285,4048.890,4056.280,5657.000
2025-11-24 10:45:00+07:00,4056.295,4056.600,4048.190,4050.450,4140.000
2025-11-24 11:00:00+07:00,4050.230,4061.425,4049.530,4059.175,3640.000
2025-11-24 11:15:00+07:00,4059.130,4060.605,4048.475,4051.160,4275.000
2025-11-24 11:30:00+07:00,4051.075,4052.535,4045.220,4046.805,5780.000
2025-11-24 11:45:00+07:00,4046.830,4046.895,4042.225,4044.260,4652.000
2025-11-24 12:00:00+07:00,4044.280,4046.795,4043.040,4045.695,2990.000
2025-11-24 12:15:00+07:00,4045.775,4048.170,4040.020,4047.385,3813.000
2025-11-24 12:30:00+07:00,4047.465,4049.705,4042.625,4048.635,7612.000
2025-11-24 12:45:00+07:00,4048.695,4048.695,4041.380,4046.545,5094.000
2025-11-24 13:00:00+07:00,4046.520,4054.705,4045.670,4049.920,6545.000
2025-11-24 13:15:00+07:00,4049.840,4056.630,4047.915,4053.015,5909.000
2025-11-24 13:30:00+07:00,4053.010,4058.210,4052.585,4056.945,5998.000
2025-11-24 13:45:00+07:00,4056.950,4057.265,4052.350,4053.460,7300.000
2025-11-24 14:00:00+07:00,4053.465,4057.785,4051.560,4053.705,5471.000
2025-11-24 14:15:00+07:00,4053.700,4056.680,4052.055,4052.725,5628.000
2025-11-24 14:30:00+07:00,4052.720,4067.115,4052.655,4063.995,7105.000
2025-11-24 14:45:00+07:00,4064.005,4067.750,4058.560,4060.245,3770.000
2025-11-24 15:00:00+07:00,4060.250,4064.915,4059.745,4061.935,5053.000
2025-11-24 15:15:00+07:00,4061.955,4066.355,4059.650,4062.940,4053.000
2025-11-24 15:30:00+07:00,4062.720,4063.810,4060.125,4063.580,2313.000
2025-11-24 15:45:00+07:00,4063.380,4067.005,4062.530,4063.385,3973.000
2025-11-24 16:00:00+07:00,4063.360,4074.415,4062.885,4072.170,3884.000
2025-11-24 16:15:00+07:00,4072.245,4074.040,4066.945,4068.765,7121.000
2025-11-24 16:30:00+07:00,4068.635,4072.995,4067.710,4070.375,3322.000
2025-11-24 16:45:00+07:00,4070.495,4072.660,4065.780,4072.045,4525.000
2025-11-24 17:00:00+07:00,4072.020,4077.400,4071.045,4073.310,4084.000
2025-11-24 17:15:00+07:00,4073.155,4077.070,4068.425,4070.385,7474.000
2025-11-24 17:30:00+07:00,4070.335,4071.085,4066.105,4070.215,6063.000
2025-11-24 17:45:00+07:00,4070.220,4070.980,4063.335,4064.010,5325.000
2025-11-24 18:00:00+07:00,4064.015,4068.615,4063.285,4066.665,4770.000
2025-11-24 18:15:00+07:00,4066.655,4070.475,4066.510,4070.375,4561.000
2025-11-24 18:30:00+07:00,4070.385,4071.195,4067.090,4070.330,6217.000
2025-11-24 18:45:00+07:00,4070.300,4071.705,4068.950,4070.035,4711.000
2025-11-24 19:00:00+07:00,4070.035,4074.355,4065.635,4068.775,7314.000
2025-11-24 19:15:00+07:00,4068.745,4071.460,4067.480,4070.960,6945.000
2025-11-24 19:30:00+07:00,4070.980,4080.580,4070.705,4079.115,6937.000
2025-11-24 19:45:00+07:00,4079.185,4084.145,4077.160,4080.565,8761.000
2025-11-24 20:00:00+07:00,4080.610,4081.915,4075.955,4078.415,14454.000
