datetime,Open,High,Low,Close,Volume
2026-01-25 20:15:00,88669.36,88720.6,88624.66,88703.36,0.03251
2026-01-25 20:20:00,88703.36,88720.6,88688.72,88707.01,0.04613
2026-01-25 20:25:00,88707.01,88707.01,88584.72,88584.72,0.03051
2026-01-25 20:30:00,88595.54,88657.64,88545.11,88657.64,0.02676
2026-01-25 20:35:00,88657.64,88706.8,88657.64,88703.41,0.04004
2026-01-25 20:40:00,88703.41,88755.16,88703.41,88753.72,0.04767
2026-01-25 20:45:00,88753.72,88796.98,88753.72,88796.98,0.21113
2026-01-25 20:50:00,88796.98,88867.65,88796.98,88845.37,0.16347
2026-01-25 20:55:00,88845.37,88845.37,88797.87,88827.11,0.09947
2026-01-25 21:00:00,88827.11,88827.11,88713.8,88786.79,0.08844
2026-01-25 21:05:00,88786.79,88800.7,88753.6,88782.37,0.0739
2026-01-25 21:10:00,88769.32,88786.34,88769.32,88786.34,0.05303
2026-01-25 21:15:00,88786.34,88827.1,88720.87,88720.87,0.04574
2026-01-25 21:20:00,88740.98,88740.98,88600.38,88600.38,0.17776
2026-01-25 21:25:00,88600.38,88684.87,88510.98,88611.1,0.19016
2026-01-25 21:30:00,88611.1,88640.94,88526.83,88613.7,0.03943
2026-01-25 21:35:00,88613.7,88645.32,88599.54,88644.7,0.03748
2026-01-25 21:40:00,88644.7,88644.7,88570.71,88582.58,0.03172
2026-01-25 21:45:00,88582.58,88582.58,88526.63,88556.31,0.06959
2026-01-25 21:50:00,88556.31,88613.91,88556.31,88596.96,0.02512
2026-01-25 21:55:00,88613.67,88613.67,88591.16,88613.67,0.02347
2026-01-25 22:00:00,88613.67,88620.27,88589.83,88620.27,0.02152
2026-01-25 22:05:00,88620.27,88634.47,88613.18,88620.27,0.02982
2026-01-25 22:10:00,88620.27,88675.05,88620.27,88651.79,0.01285
2026-01-25 22:15:00,88651.79,88651.79,88588.05,88588.05,0.02359
2026-01-25 22:20:00,88588.05,88588.05,88524.8,88553.88,0.02497
2026-01-25 22:25:00,88553.88,88652.76,88544.5,88639.34,0.01112
2026-01-25 22:30:00,88639.34,88639.34,88587.07,88589.1,0.02152
2026-01-25 22:35:00,88600.47,88621.57,88563.97,88563.97,0.0112
2026-01-25 22:40:00,88595.42,88595.42,88570.41,88584.91,0.01034
2026-01-25 22:45:00,88584.91,88584.91,88511.02,88511.02,0.01109
2026-01-25 22:50:00,88511.02,88511.02,88287.17,88287.17,0.03129
2026-01-25 22:55:00,88329.67,88414.06,88329.67,88347.69,0.07822
2026-01-25 23:00:00,88352.57,88352.57,88000.0,88175.58,0.1626
2026-01-25 23:05:00,88175.57,88182.91,87892.58,87963.54,0.17772
2026-01-25 23:10:00,87963.54,87989.3,87791.4,87839.41,0.14388
2026-01-25 23:15:00,87839.41,87889.34,87556.44,87591.74,0.3933
2026-01-25 23:20:00,87645.29,87828.07,87478.38,87823.25,0.97387
2026-01-25 23:25:00,87828.07,88020.38,87773.77,87958.41,0.12956
2026-01-25 23:30:00,87954.17,88046.35,87667.08,87732.49,0.20513
2026-01-25 23:35:00,87732.49,87934.54,87719.39,87863.11,0.17222
2026-01-25 23:40:00,87884.92,87944.6,87817.72,87855.69,0.08602
2026-01-25 23:45:00,87827.42,87827.42,87717.07,87786.88,0.0461
2026-01-25 23:50:00,87786.88,87925.65,87786.88,87925.65,0.07588
2026-01-25 23:55:00,87925.65,88031.8,87925.65,87990.87,0.08832
2026-01-26 00:00:00,87977.89,88012.13,87828.76,87895.61,0.10435
2026-01-26 00:05:00,87895.61,87931.74,87736.01,87900.35,0.07564
2026-01-26 00:10:00,87900.35,87920.24,87764.08,87764.08,0.12523
2026-01-26 00:15:00,87740.65,87857.09,87740.65,87846.42,0.19184
2026-01-26 00:20:00,87847.29,87916.81,87782.3,87782.3,0.11633
2026-01-26 00:25:00,87782.3,87827.12,87694.66,87804.25,0.05033
2026-01-26 00:30:00,87804.25,87893.47,87670.32,87728.37,0.0342
2026-01-26 00:35:00,87786.86,87819.46,87764.66,87819.46,0.06145
2026-01-26 00:40:00,87819.46,87903.77,87789.38,87903.77,0.11127
2026-01-26 00:45:00,87903.77,87903.77,87813.2,87867.32,0.08046
2026-01-26 00:50:00,87854.79,87880.61,87828.75,87837.28,0.0388
2026-01-26 00:55:00,87828.75,87828.75,87735.8,87780.35,0.10174
2026-01-26 01:00:00,87762.11,87810.65,87732.96,87795.42,0.02729
2026-01-26 01:05:00,87828.53,87879.75,87787.19,87812.13,0.02935
2026-01-26 01:10:00,87799.91,87812.13,87406.25,87698.37,0.06772
2026-01-26 01:15:00,87608.17,87768.07,87452.15,87593.59,0.07839
2026-01-26 01:20:00,87603.7,87658.59,87507.08,87541.61,0.03484
2026-01-26 01:25:00,87532.88,87535.32,87340.97,87454.01,0.09782
2026-01-26 01:30:00,87454.01,87504.18,87272.51,87295.9,0.05838
2026-01-26 01:35:00,87270.12,87402.03,87229.05,87335.08,0.04622
2026-01-26 01:40:00,87335.08,87335.08,86733.42,86963.41,0.92387
2026-01-26 01:45:00,87009.25,87190.48,86937.15,87172.16,0.11717
2026-01-26 01:50:00,87186.07,87296.68,87119.14,87283.91,0.0677
