datetime,Open,High,Low,Close,Volume
2026-01-20 13:25:00,158.418,158.45,158.397,158.45,1420.0
2026-01-20 13:30:00,158.45,158.469,158.404,158.419,1088.0
2026-01-20 13:35:00,158.418,158.446,158.396,158.412,950.0
2026-01-20 13:40:00,158.411,158.455,158.385,158.443,875.0
2026-01-20 13:45:00,158.444,158.463,158.402,158.457,1093.0
2026-01-20 13:50:00,158.458,158.466,158.428,158.43,672.0
2026-01-20 13:55:00,158.43,158.458,158.4,158.418,430.0
2026-01-20 14:00:00,158.418,158.54,158.418,158.532,1221.0
2026-01-20 14:05:00,158.531,158.605,158.506,158.592,1538.0
2026-01-20 14:10:00,158.592,158.602,158.49,158.524,1328.0
2026-01-20 14:15:00,158.524,158.525,158.47,158.472,1064.0
2026-01-20 14:20:00,158.47,158.524,158.419,158.454,1323.0
2026-01-20 14:25:00,158.453,158.528,158.411,158.518,901.0
2026-01-20 14:30:00,158.518,158.522,158.383,158.384,1096.0
2026-01-20 14:35:00,158.384,158.408,158.306,158.312,1481.0
2026-01-20 14:40:00,158.313,158.417,158.31,158.398,1593.0
2026-01-20 14:45:00,158.398,158.426,158.341,158.344,1738.0
2026-01-20 14:50:00,158.344,158.411,158.316,158.408,1791.0
2026-01-20 14:55:00,158.408,158.414,158.356,158.374,1420.0
2026-01-20 15:00:00,158.373,158.396,158.246,158.257,2652.0
2026-01-20 15:05:00,158.258,158.278,158.162,158.181,1825.0
2026-01-20 15:10:00,158.18,158.195,158.152,158.156,1715.0
2026-01-20 15:15:00,158.156,158.213,158.124,158.208,1646.0
2026-01-20 15:20:00,158.208,158.214,158.145,158.186,1578.0
2026-01-20 15:25:00,158.185,158.188,158.123,158.14,1749.0
2026-01-20 15:30:00,158.139,158.142,157.992,158.01,2603.0
2026-01-20 15:35:00,158.01,158.01,157.82,157.873,2677.0
2026-01-20 15:40:00,157.874,157.898,157.768,157.856,2655.0
2026-01-20 15:45:00,157.854,157.896,157.795,157.868,2275.0
2026-01-20 15:50:00,157.866,157.881,157.782,157.808,2056.0
2026-01-20 15:55:00,157.808,157.84,157.75,157.818,2103.0
2026-01-20 16:00:00,157.817,157.817,157.694,157.704,2109.0
2026-01-20 16:05:00,157.704,157.718,157.583,157.686,2803.0
2026-01-20 16:10:00,157.686,157.754,157.666,157.746,2321.0
2026-01-20 16:15:00,157.746,157.796,157.734,157.77,2082.0
2026-01-20 16:20:00,157.772,157.784,157.654,157.678,1907.0
2026-01-20 16:25:00,157.68,157.702,157.622,157.666,1535.0
2026-01-20 16:30:00,157.665,157.665,157.603,157.646,1560.0
2026-01-20 16:35:00,157.645,157.654,157.558,157.603,1726.0
2026-01-20 16:40:00,157.602,157.722,157.567,157.71,1384.0
2026-01-20 16:45:00,157.708,157.774,157.706,157.729,1415.0
2026-01-20 16:50:00,157.728,157.748,157.688,157.74,1311.0
2026-01-20 16:55:00,157.738,157.739,157.666,157.734,1006.0
2026-01-20 17:00:00,157.73,157.756,157.698,157.718,1426.0
2026-01-20 17:05:00,157.719,157.796,157.719,157.743,1468.0
2026-01-20 17:10:00,157.743,157.86,157.743,157.86,1836.0
2026-01-20 17:15:00,157.86,157.904,157.824,157.873,1359.0
2026-01-20 17:20:00,157.874,157.91,157.848,157.862,1236.0
2026-01-20 17:25:00,157.865,157.926,157.859,157.916,1174.0
2026-01-20 17:30:00,157.915,157.94,157.882,157.884,933.0
2026-01-20 17:35:00,157.884,157.922,157.862,157.906,790.0
2026-01-20 17:40:00,157.907,157.919,157.868,157.894,670.0
2026-01-20 17:45:00,157.896,157.9,157.849,157.872,801.0
2026-01-20 17:50:00,157.873,157.873,157.832,157.834,792.0
2026-01-20 17:55:00,157.832,157.85,157.802,157.815,857.0
2026-01-20 18:00:00,157.814,157.853,157.793,157.812,1103.0
2026-01-20 18:05:00,157.812,157.85,157.797,157.85,865.0
2026-01-20 18:10:00,157.849,157.902,157.847,157.891,895.0
2026-01-20 18:15:00,157.89,157.913,157.87,157.879,1162.0
2026-01-20 18:20:00,157.878,157.902,157.84,157.852,948.0
2026-01-20 18:25:00,157.852,157.874,157.816,157.864,969.0
2026-01-20 18:30:00,157.863,157.893,157.858,157.868,955.0
2026-01-20 18:35:00,157.868,157.888,157.824,157.838,1166.0
2026-01-20 18:40:00,157.84,157.863,157.76,157.778,1319.0
2026-01-20 18:45:00,157.784,157.786,157.739,157.746,1441.0
2026-01-20 18:50:00,157.746,157.75,157.688,157.713,1276.0
2026-01-20 18:55:00,157.715,157.753,157.691,157.751,1054.0
2026-01-20 19:00:00,157.75,157.767,157.729,157.762,1309.0
2026-01-20 19:05:00,157.763,157.802,157.726,157.748,1403.0
2026-01-20 19:10:00,157.749,157.77,157.724,157.73,1034.0
2026-01-20 19:15:00,157.729,157.731,157.686,157.704,1034.0
2026-01-20 19:20:00,157.704,157.705,157.656,157.689,1001.0
2026-01-20 19:25:00,157.692,157.717,157.677,157.703,1103.0
2026-01-20 19:30:00,157.704,157.808,157.7,157.798,1280.0
2026-01-20 19:35:00,157.798,157.838,157.789,157.819,1210.0
2026-01-20 19:40:00,157.818,157.853,157.809,157.812,1051.0
2026-01-20 19:45:00,157.813,157.854,157.806,157.836,1291.0
2026-01-20 19:50:00,157.836,157.852,157.821,157.836,1167.0
2026-01-20 19:55:00,157.836,157.896,157.836,157.864,930.0
2026-01-20 20:00:00,157.864,157.888,157.824,157.86,1132.0
2026-01-20 20:05:00,157.862,157.896,157.842,157.894,927.0
2026-01-20 20:10:00,157.894,157.903,157.84,157.859,953.0
2026-01-20 20:15:00,157.858,157.862,157.784,157.787,1130.0
2026-01-20 20:20:00,157.788,157.902,157.77,157.886,1605.0
2026-01-20 20:25:00,157.886,157.932,157.886,157.908,1237.0
2026-01-20 20:30:00,157.908,157.976,157.471,157.716,4947.0
2026-01-20 20:35:00,157.718,157.872,157.622,157.816,4165.0
2026-01-20 20:40:00,157.816,157.871,157.749,157.861,2332.0
2026-01-20 20:45:00,157.86,157.865,157.797,157.836,1982.0
2026-01-20 20:50:00,157.836,157.894,157.822,157.847,2625.0
2026-01-20 20:55:00,157.848,157.884,157.812,157.844,1993.0
2026-01-20 21:00:00,157.843,157.878,157.766,157.877,2408.0
2026-01-20 21:05:00,157.878,157.94,157.843,157.928,1699.0
2026-01-20 21:10:00,157.928,158.042,157.741,157.861,3999.0
2026-01-20 21:15:00,157.86,157.882,157.813,157.828,2422.0
